anchor,anchor_diagnostics_anchor_in_candidate_nodes,anchor_diagnostics_anchor_in_response_text,anchor_diagnostics_anchor_incident_candidate_edges,anchor_diagnostics_anchor_required,anchor_diagnostics_anchor_response_adherent,arm_decision_admission,arm_decision_eligible_arm_count,arm_decision_epoch_id,arm_decision_epoch_refreshed,arm_decision_policy,arm_decision_reason,arm_decision_selected_arm,batch_candidate_edges,batch_candidate_nodes,batch_count_novelty,batch_historical_edge_mass,batch_historical_edge_mass_noisy_or,batch_historical_node_mass,batch_htsn_combined,batch_htsn_combined_noisy_or,batch_htsn_edge,batch_htsn_edge_noisy_or,batch_htsn_node,batch_new_edges,batch_new_nodes,batch_retrospective_edge_mass,batch_retrospective_edge_mass_noisy_or,batch_retrospective_gain,batch_retrospective_node_mass,batch_rtsn_combined,batch_rtsn_combined_noisy_or,batch_y_ha,decision_reason,effective_fewa_reward,evaluation_degree_weighted_node_coverage,evaluation_edge_pair_precision,evaluation_edge_pair_recall,evaluation_edge_tsc_noisy_or_rank,evaluation_edge_tsc_rank,evaluation_edge_tsc_raw,evaluation_matched_directed_edge_pairs,evaluation_matched_nodes,evaluation_node_autc_rank,evaluation_node_precision,evaluation_node_recall,evaluation_node_tsc_burt_balanced,evaluation_node_tsc_burt_effective,evaluation_node_tsc_collision_diversity,evaluation_node_tsc_degree,evaluation_node_tsc_rank,evaluation_node_tsc_raw,evaluation_pagerank_weighted_node_coverage,evaluation_recovered_edge_pairs,evaluation_recovered_nodes,evaluation_spearman_bnrr_online_vs_truth,evaluation_spearman_matched_nodes,evaluation_spearman_sensitivity_online_vs_truth,evaluation_top10_sensitive_nodes_recovered,evaluation_top20_sensitive_nodes_recovered,evaluation_top50_sensitive_nodes_recovered,evaluation_top5_sensitive_nodes_recovered,evaluation_undirected_edge_pair_precision,evaluation_undirected_edge_pair_recall,gain_graph,gain_meaningful,gain_relation,gain_sensitive,mode,mode_decision_available_arm_count,mode_decision_effective_htsn_threshold,mode_decision_epsilon,mode_decision_explore_suppressed,mode_decision_mode,mode_decision_reason,mode_decision_recent_explore_success_rate,mode_decision_recent_htsn,parser_candidate_edges,parser_candidate_nodes_with_endpoints,parser_citation_rejected_compact_edges,parser_compact_format_edges,parser_graph_filter_status,parser_graphrag_query_attempts,parser_kept_edges,parser_kept_nodes_explicit,parser_raw_edges,parser_raw_nodes,parser_response_characters,parser_source,query_generation_anchor_present,query_generation_anchor_rejected_queries,query_generation_anchor_required,query_generation_attempts,query_generation_domain_query_signature,query_generation_fallback_reason,query_generation_generation_error_attempts,query_generation_last_generation_error,query_generation_max_similarity,query_generation_rejected_similar_queries,query_generation_similarity_rejected_queries,query_generation_source,raw_batch_reward,reward,reward_attribution_warning,turn
,,,0,False,,,307,,,topology_pl_fewa,mode_explore,,40,50,0.8444444444444444,9.675895765472312,10.078382794512407,2.026058631921824,0.13002171552660152,0.13449379362704703,0.2418973941368078,0.2519595698628102,0.040521172638436485,36,40,31.746397694524497,33.55120672042788,0.42937629920282533,18.59942363112392,0.5593980147294269,0.5794514483505755,11.701954397394136,recent_htsn_below_threshold(0.1226),,0.11581030436762285,0.9373219373219374,0.011253249418525107,0.011371900405990341,0.011460121670056297,0.011200541617550323,329,357,0.05287023539085018,0.9780821917808219,0.020802983509119514,0.1226773365954741,0.12773585100180312,0.06664691333959467,0.11581030436762285,0.041347206143681633,0.08959368541053045,0.05214401459858737,351,365,0.23807879431524812,357,0.23807879431524812,5,6,15,3,0.9649122807017544,0.011557454558190032,True,True,True,True,explore,307,0.122560921033132,0.245121842066264,False,explore,recent_htsn_below_threshold(0.1226),1.0,0.12082607636301601,40,50,0,0,disabled,1,40,50,40,50,35382,live,,0,False,1,are beliefs characters customs folk mention observe or practices supernatural superstitious that the various what,none,0,,0.2,0,0,agea_dynamic,0.022855379682410422,0.022855379682410422,False,11
,,,0,False,,,347,,,topology_pl_fewa,mode_explore,,60,71,0.10687022900763359,1.57492795389049,1.8745318041010224,0.7492795389048992,0.017742041929735792,0.02002909422141925,0.026248799231508167,0.03124219673501704,0.010553232942322523,6,8,4.576056338028169,5.149424717317992,0.04686391441904392,3.887323943661972,0.0646059563487797,0.06898281420595392,2.324207492795389,epsilon_sample(0.2402),,0.11686105565479318,0.938375350140056,0.011458475851689697,0.011578803330256347,0.011673086336588083,0.011298079783294099,335,365,0.053718876733690746,0.9785522788203753,0.021269156809043763,0.12385997227181571,0.12902165861384232,0.06799927178101599,0.11686105565479318,0.04199032000156079,0.0908307401197581,0.05252404459793462,357,373,0.2401836717885415,365,0.2401836717885415,5,6,15,3,0.9655172413793104,0.01176759009561167,True,True,True,True,explore,347,0.12010970261246937,0.24021940522493873,False,explore,epsilon_sample(0.2402),1.0,0.1468304194683363,60,71,0,0,disabled,1,60,15,60,15,17676,live,,0,False,1,along and are by characters destinations different do encounter journeys modes obstacles of or routes the they transportation travel undertaken way what,none,0,,0.34375,0,0,agea_dynamic,0.004539467759365994,0.004539467759365994,False,12
HEYWOOD,True,True,10,True,True,,355,2,False,topology_pl_fewa,globally_unpulled_topology_prior,HEYWOOD,37,40,0.8571428571428571,25.44507042253521,26.52935330291609,5.0,0.39539052496798976,0.40947212081709206,0.6877046060144651,0.7170095487274619,0.125,35,31,31.906735751295336,33.25994154205482,0.1974363372889243,13.740932642487046,0.5928268622569141,0.6104009634356087,30.44507042253521,fewa(0.2354),0.05946302816901408,0.11936534622254913,0.9438775510204082,0.012655630045149815,0.012788045626463854,0.012897352572939835,0.013172391713660163,370,396,0.05607576949871196,0.9801980198019802,0.02307557834625022,0.12649181857207054,0.13172296372656356,0.07066247037112851,0.11936534622254913,0.044302655515467165,0.09349994959804679,0.05421301439959575,392,404,0.25427043498459745,396,0.25427043498459745,5,6,15,3,0.9686684073107049,0.012993380730571219,True,True,True,True,exploit,355,0.11770750856021997,0.23541501712043994,False,exploit,fewa(0.2354),1.0,0.15037882785428347,37,40,0,0,disabled,1,37,40,37,40,17535,live,True,0,True,1,carry documents does effects heywood his immediate in items keep or personal physically possess specific surroundings what,none,0,,0.14285714285714285,0,0,fixed_anchor_dynamic,0.05946302816901408,0.05946302816901408,False,13
,,,0,False,,,386,,,topology_pl_fewa,mode_explore,,52,111,0.9079754601226994,37.61787564766839,39.13389117828667,11.422279792746114,0.3008598493276964,0.3101605581044956,0.7234206855320845,0.7525748303516667,0.10290342155627129,50,98,47.26223776223776,48.66622518895246,0.11562448433455141,20.624708624708624,0.4164843336622478,0.42509775345804346,49.04015544041451,epsilon_sample(0.2307),,0.12516199082343876,0.8959276018099548,0.013544944588863045,0.013660596251271081,0.013751884399869374,0.01407933699818049,396,436,0.05983365656051051,0.8685258964143426,0.025406444845871453,0.13247866026355717,0.13780890576547852,0.07431381475116969,0.12516199082343876,0.047865130595917495,0.0980736829785304,0.05660074226682137,442,502,0.28424278903961403,436,0.28424278903961403,5,6,15,3,0.9168591224018475,0.013903968059398312,True,True,True,True,explore,386,0.11535335838901556,0.23070671677803112,False,explore,epsilon_sample(0.2307),1.0,0.20265128235802038,52,111,0,0,disabled,1,52,109,52,109,40650,live,,0,False,1,among and are characters class distinctions forms hierarchy of or rank social status systems the various what,none,0,,0.26666666666666666,0,0,agea_dynamic,0.09578155359455959,0.09578155359455959,False,14
,,,0,False,,,429,,,topology_pl_fewa,mode_explore,,42,57,0.696969696969697,17.871794871794872,23.562581163979765,9.37995337995338,0.27527018436109346,0.33275287418114285,0.4255189255189255,0.5610138372376134,0.16456058561321718,35,34,33.96052631578947,34.5270984822253,0.18338434337238163,11.446271929824562,0.4586545277334751,0.4643774789095945,27.251748251748253,epsilon_sample(0.2261),,0.1284718573780253,0.9035639412997903,0.014742098782323163,0.014880506200278774,0.014989086621108353,0.0153535066117265,431,470,0.06332554453124599,0.8768656716417911,0.0273876813705495,0.13597804640927444,0.14141962411168615,0.07809717337099072,0.1284718573780253,0.0512934499168074,0.10173842560158176,0.059110910849112186,477,536,0.3076601190767546,470,0.3076601190767546,5,6,15,3,0.9230769230769231,0.015129758694357861,True,True,True,True,explore,429,0.11304629122123525,0.2260925824424705,False,explore,epsilon_sample(0.2261),1.0,0.18451536418284722,42,57,0,0,disabled,1,42,17,42,17,38213,live,,0,False,1,and are characters described do environmental experiences features geographical how in influence landmarks narrative natural or phenomena plot progression s the they what,none,0,,0.22857142857142856,0,0,agea_dynamic,0.05322607080419581,0.05322607080419581,False,15
THE TREASURE,True,True,1,True,True,,456,2,False,topology_pl_fewa,globally_unpulled_topology_prior,THE TREASURE,43,49,0.8369565217391305,5.743421052631579,6.368853878116344,2.6622807017543857,0.09136632341723874,0.09816450630294271,0.13356793145654836,0.1481128808864266,0.05433225921947726,39,38,34.534412955465584,36.824072063138225,0.5002548700346183,19.894736842105264,0.591621193451857,0.6165087924482988,8.405701754385964,fewa(0.2216),0.016417386239035086,0.1334454134706315,0.9108527131782945,0.016076070597893007,0.01617266442460366,0.01622901626602926,0.016086591986087636,470,508,0.06743445428351598,0.8850174216027874,0.029602004545189676,0.14101037156316834,0.14646059156469746,0.08264449510486556,0.1334454134706315,0.05506503025367494,0.10666381260153429,0.06171896096443159,516,574,0.28351553256349116,508,0.28351553256349116,5,6,15,3,0.9288537549407114,0.016460617098028228,True,True,True,True,exploit,456,0.11078536539681057,0.22157073079362113,False,exploit,fewa(0.2216),1.0,0.22385686322262338,43,49,0,0,disabled,1,43,49,43,49,22541,live,True,0,True,1,and are as associated characters components directly guardians hiding is it its locations objects or places specific the treasure what with,none,0,,0.28125,0,0,fixed_anchor_dynamic,0.016417386239035086,0.016417386239035086,False,16
,,,0,False,,,494,,,topology_pl_fewa,mode_explore,,59,68,0.03937007874015748,0.8178137651821862,0.8840130144732744,0.3633603238866397,0.009300583378494692,0.009821837309920584,0.01386125025732519,0.014983271431750414,0.0053435341748035246,2,3,1.2696177062374245,1.5356120627183625,0.009299204324098823,1.0925553319919517,0.018599787702593514,0.02069423145441192,1.1811740890688258,epsilon_sample(0.2171),,0.1352492031802739,0.9111969111969112,0.016144479408947872,0.01623839851169482,0.01629605662572521,0.016138716585960684,472,511,0.06782005501691496,0.8856152512998267,0.029776819532661265,0.14303561136765144,0.1486512259529113,0.08320094688349858,0.1352492031802739,0.05527909069761306,0.1076956303875043,0.06193089850108298,518,577,0.2826972452555673,511,0.2826972452555673,5,6,16,3,0.9291338582677166,0.016530662277168776,True,True,True,True,explore,494,0.10856965808887434,0.21713931617774868,False,explore,epsilon_sample(0.2171),1.0,0.21612578480075081,59,68,0,0,disabled,1,59,14,59,14,18406,live,,0,False,1,and are associated characters destinations different journeys modes obstacles of or routes that the them transportation travel undertake what with,none,0,,0.5555555555555556,0,0,agea_dynamic,0.0023069806427125504,0.0023069806427125504,False,17
,,,0,False,,,497,,,topology_pl_fewa,mode_explore,,7,21,0.14285714285714285,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,epsilon_sample(0.2128),,0.13531925326608524,0.9111969111969112,0.016144479408947872,0.01623839851169482,0.01629605662572521,0.016138716585960684,472,514,0.06793586341472649,0.8846815834767642,0.029951634520132858,0.14310547765416762,0.14872033185813033,0.08332601984349301,0.13531925326608524,0.055406535926471746,0.10779388736942415,0.062076324199179654,518,581,0.293080542242198,514,0.293080542242198,5,6,16,3,0.9291338582677166,0.016530662277168776,True,False,False,False,explore,497,0.10639826492709685,0.2127965298541937,False,explore,epsilon_sample(0.2128),1.0,0.21443749309050258,7,21,0,0,disabled,1,7,14,7,14,13498,live,,0,False,1,among and characters class decisions distinctions do exist hierarchies how influence interactions of or privilege rank social structures systems the their these what,none,0,,0.42857142857142855,0,0,agea_dynamic,0.0,0.0,False,18
THE CARRIAGE AND HORSE,True,True,2,True,True,,497,3,True,topology_pl_fewa,globally_unpulled_topology_prior,THE CARRIAGE AND HORSE,36,44,0.65,15.954728370221329,17.05951807424021,4.292756539235413,0.25309356136820926,0.2669034326684453,0.4431868991728147,0.47387550206222806,0.09756264861898666,27,25,24.369731800766285,25.713653829215662,0.21558459955133097,13.124521072796934,0.46867816091954023,0.48547718627515746,20.24748490945674,fewa(0.2085),0.0395458689637827,0.13887429512101152,0.9155963302752294,0.017067998358188535,0.017139337101475423,0.017160507135845684,0.016609381601009783,499,539,0.07081947319406304,0.8894389438943895,0.03140842608239613,0.1467513337909697,0.15238400580133613,0.08610044807393082,0.13887429512101152,0.0581166334241441,0.11108571154035529,0.06372241526193025,545,606,0.27362151630727893,539,0.27362151630727893,5,6,16,3,0.9327102803738317,0.01747627219556614,True,True,True,True,exploit,497,0.1042702996285549,0.2085405992571098,False,exploit,fewa(0.2085),0.8571428571428571,0.13535938809690468,36,44,0,0,disabled,1,36,43,36,43,19034,live,True,0,True,1,and are associated beyond carriage characters connection directly farm horse its known locations objects or specific the to what with,none,0,,0.4642857142857143,0,0,fixed_anchor_dynamic,0.0395458689637827,0.0395458689637827,False,19
CHAACMOL,True,True,10,True,True,,522,3,False,topology_pl_fewa,globally_unpulled_topology_prior,CHAACMOL,10,22,0.9375,4.494252873563219,6.477165631743515,2.160919540229885,0.20797413793103448,0.26994016162416873,0.44942528735632187,0.6477165631743514,0.09822361546499478,10,20,9.706439393939394,9.843601139233241,0.1630012408568443,2.164772727272727,0.3709753787878788,0.3752616833283115,6.655172413793103,fewa(0.2044),0.012998383620689655,0.14831354418409162,0.9171171171171171,0.017410042413462855,0.01749192451239422,0.017523314460303998,0.017015858051030088,509,559,0.07403607941596639,0.8929712460063898,0.032573859332206745,0.15647270312966619,0.1622180374160673,0.08885423812109963,0.14831354418409162,0.06046451463746241,0.11638168398253079,0.06561718315340535,555,626,0.26536487889572874,559,0.26536487889572874,5,6,17,3,0.933579335793358,0.01772143032255805,True,True,True,True,exploit,522,0.1021848936359838,0.2043697872719676,False,exploit,fewa(0.2044),0.8333333333333334,0.12580613050500725,10,22,0,0,disabled,1,10,15,10,15,23985,live,True,0,True,1,and are associated beliefs ceremonial chaacmol cultural deities directly explicitly in it linked material offerings or practices religious rituals sacred sites source specific the to what which with,none,0,,0.2631578947368421,0,0,fixed_anchor_dynamic,0.012998383620689655,0.012998383620689655,False,20
