anchor,anchor_diagnostics_anchor_in_candidate_nodes,anchor_diagnostics_anchor_in_response_text,anchor_diagnostics_anchor_incident_candidate_edges,anchor_diagnostics_anchor_required,anchor_diagnostics_anchor_response_adherent,arm_decision_admission,arm_decision_eligible_arm_count,arm_decision_epoch_id,arm_decision_epoch_refreshed,arm_decision_policy,arm_decision_reason,arm_decision_selected_arm,batch_candidate_edges,batch_candidate_nodes,batch_count_novelty,batch_historical_edge_mass,batch_historical_edge_mass_noisy_or,batch_historical_node_mass,batch_htsn_combined,batch_htsn_combined_noisy_or,batch_htsn_edge,batch_htsn_edge_noisy_or,batch_htsn_node,batch_new_edges,batch_new_nodes,batch_retrospective_edge_mass,batch_retrospective_edge_mass_noisy_or,batch_retrospective_gain,batch_retrospective_node_mass,batch_rtsn_combined,batch_rtsn_combined_noisy_or,batch_y_ha,decision_reason,effective_fewa_reward,evaluation_degree_weighted_node_coverage,evaluation_edge_pair_precision,evaluation_edge_pair_recall,evaluation_edge_tsc_noisy_or_rank,evaluation_edge_tsc_rank,evaluation_edge_tsc_raw,evaluation_matched_directed_edge_pairs,evaluation_matched_nodes,evaluation_node_autc_rank,evaluation_node_precision,evaluation_node_recall,evaluation_node_tsc_burt_balanced,evaluation_node_tsc_burt_effective,evaluation_node_tsc_collision_diversity,evaluation_node_tsc_degree,evaluation_node_tsc_rank,evaluation_node_tsc_raw,evaluation_pagerank_weighted_node_coverage,evaluation_recovered_edge_pairs,evaluation_recovered_nodes,evaluation_spearman_bnrr_online_vs_truth,evaluation_spearman_matched_nodes,evaluation_spearman_sensitivity_online_vs_truth,evaluation_top10_sensitive_nodes_recovered,evaluation_top20_sensitive_nodes_recovered,evaluation_top50_sensitive_nodes_recovered,evaluation_top5_sensitive_nodes_recovered,evaluation_undirected_edge_pair_precision,evaluation_undirected_edge_pair_recall,gain_graph,gain_meaningful,gain_relation,gain_sensitive,mode,mode_decision_available_arm_count,mode_decision_effective_htsn_threshold,mode_decision_epsilon,mode_decision_explore_suppressed,mode_decision_mode,mode_decision_reason,mode_decision_recent_explore_success_rate,mode_decision_recent_htsn,parser_candidate_edges,parser_candidate_nodes_with_endpoints,parser_citation_rejected_compact_edges,parser_compact_format_edges,parser_graph_filter_status,parser_graphrag_query_attempts,parser_kept_edges,parser_kept_nodes_explicit,parser_raw_edges,parser_raw_nodes,parser_response_characters,parser_source,query_generation_anchor_present,query_generation_anchor_rejected_queries,query_generation_anchor_required,query_generation_attempts,query_generation_domain_query_signature,query_generation_fallback_reason,query_generation_generation_error_attempts,query_generation_last_generation_error,query_generation_max_similarity,query_generation_rejected_similar_queries,query_generation_similarity_rejected_queries,query_generation_source,raw_batch_reward,reward,reward_attribution_warning,turn
AMERICAN CANCER SOCIETY,True,True,1,True,True,,243,3,False,topology_pl_fewa,globally_unpulled_topology_prior,AMERICAN CANCER SOCIETY,1,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,fewa(0.2451),0.0,0.4994766224703419,1.0,0.10965200262639527,0.11016609729287713,0.11061778082868286,0.12213182718255554,334,282,0.3789924448727615,0.8924050632911392,0.23938879456706283,0.5231298443727318,0.5435866988543313,0.3806252094193429,0.4994766224703419,0.29959325869990794,0.43846150492099145,0.3689314147259482,334,316,0.47628661008625806,282,0.47628661008625806,10,20,43,5,1.0,0.10886252616887648,False,False,False,False,exploit,243,0.122560921033132,0.245121842066264,False,exploit,fewa(0.2451),1.0,0.27258943416700687,1,2,0,0,disabled,1,1,1,1,1,1234,live,True,0,True,1,agencies american cancer collaborative companies connect direct funding government initiatives institutions or partnerships pharmaceutical relationships research society specific the to what,none,0,,0.1282051282051282,0,0,fixed_anchor_dynamic,0.0,0.0,False,11
ANAL SEX,True,True,1,True,True,,243,3,False,topology_pl_fewa,globally_unpulled_topology_prior,ANAL SEX,32,32,0.1875,9.518518518518519,9.734779589832172,1.0020576131687242,0.16438400205761317,0.167763081296889,0.2974537037037037,0.3042118621822554,0.03131430041152263,10,2,9.704081632653061,9.849645980841316,0.0028672734525909127,1.0,0.16725127551020408,0.16952571845064557,10.520576131687243,fewa(0.2402),0.020548000257201646,0.5,0.9796511627906976,0.11063690085357847,0.11118303121337514,0.11167615258744797,0.12416455881799543,337,284,0.37975384352769637,0.8930817610062893,0.24108658743633277,0.5236152798532911,0.5440413795766977,0.38154216940459884,0.5,0.30048124635251006,0.43917302899423877,0.36978294002267054,344,318,0.4750208011287663,284,0.4750208011287663,10,20,43,5,1.0,0.1099092812281926,True,True,True,True,exploit,243,0.12010970261246937,0.24021940522493873,False,exploit,fewa(0.2402),1.0,0.2055234028531879,32,32,0,0,disabled,1,32,32,32,32,17350,live,True,0,True,1,anal and are associated complications direct disease infectious or physiological psychological risks sex what with,none,0,,0.2222222222222222,0,0,fixed_anchor_dynamic,0.020548000257201646,0.020548000257201646,False,12
CLINICAL TRIAL,True,True,23,True,True,,245,4,True,topology_pl_fewa,globally_unpulled_topology_prior,CLINICAL TRIAL,32,32,0.671875,24.8,26.002044981257818,2.4693877551020407,0.4260841836734694,0.4448661365056228,0.775,0.8125639056643068,0.07716836734693877,27,16,26.367063492063497,26.82246787603931,0.024126629818594203,2.4464285714285716,0.4502108134920636,0.45732650699168564,27.26938775510204,fewa(0.2354),0.053260522959183675,0.51168876482903,0.9811320754716981,0.11950098489822718,0.1203478658156167,0.12113434865802723,0.1375313925797769,364,300,0.39348902875330183,0.8982035928143712,0.2546689303904924,0.5337799184533619,0.5530325760431307,0.392953669920478,0.51168876482903,0.3159540053501429,0.4509761601609904,0.38284803000929885,371,334,0.48233160991048746,300,0.48233160991048746,10,20,43,5,1.0,0.11723656664340544,True,True,True,True,exploit,245,0.11770750856021997,0.23541501712043994,False,exploit,fewa(0.2354),1.0,0.21960640947091675,32,32,0,0,disabled,1,32,20,32,20,28087,live,True,0,True,1,advocacy agreements and bodies clinical connect criteria data direct eligibility enrollment groups or patient pharmaceutical procedures regulatory sharing specific sponsors to trial what,none,0,,0.1891891891891892,0,0,fixed_anchor_dynamic,0.053260522959183675,0.053260522959183675,False,13
CHEMOTHERAPY,True,True,19,True,True,,252,4,False,topology_pl_fewa,globally_unpulled_topology_prior,CHEMOTHERAPY,20,53,0.726027397260274,15.664682539682541,16.65123063114135,0.0,0.21458469232441837,0.2280990497416623,0.7832341269841271,0.8325615315570675,0.0,17,36,16.527667984189726,16.91938633629646,0.011821718417906635,0.0,0.226406410742325,0.2317724155657049,15.664682539682541,fewa(0.2307),0.030595083085317464,0.5170969993021632,0.9819587628865979,0.12508207485226527,0.12612993667419106,0.12713830011607744,0.14867219182599004,381,315,0.4011983615058936,0.8513513513513513,0.267402376910017,0.5391919110776355,0.5584281206152129,0.4021185674141383,0.5170969993021632,0.3256159627445103,0.4581859986657929,0.39155978434203176,388,370,0.4991353787966179,315,0.4991353787966179,10,20,43,5,1.0,0.12212142358688068,True,True,True,True,exploit,252,0.11535335838901556,0.23070671677803112,False,exploit,fewa(0.2307),,0.2357998955755142,20,53,0,0,disabled,1,20,39,20,39,30080,live,True,0,True,1,adverse are associated chemotherapy complications direct effects long or term toxicities what with,none,0,,0.3333333333333333,0,0,fixed_anchor_dynamic,0.030595083085317464,0.030595083085317464,False,14
TESTING FOR OVARIAN CANCER,True,True,8,True,True,,253,4,False,topology_pl_fewa,globally_unpulled_topology_prior,TESTING FOR OVARIAN CANCER,21,10,0.6129032258064516,15.468379446640313,16.78413973035042,0.7114624505928854,0.5219303837817161,0.564374263901397,0.7365894974590625,0.7992447490643058,0.07114624505928854,18,1,17.082677165354326,17.844887314774628,0.0486817574425662,0.6062992125984252,0.5706121412242823,0.5951995653991308,16.1798418972332,fewa(0.2261),0.03160125370553359,0.5174459176552687,0.9827586206896551,0.13099146421536442,0.13221082028005296,0.13339543668556106,0.15634268929860556,399,316,0.4016423873872858,0.8517520215633423,0.26825127334465193,0.5394762725984901,0.5586554609763961,0.40257704740676625,0.5174459176552687,0.32625362527069074,0.45860279981794627,0.39195205424546337,406,371,0.5033884704667613,316,0.5033884704667613,10,20,43,5,1.0,0.1270062805303559,True,True,True,True,exploit,253,0.11304629122123525,0.2260925824424705,False,exploit,fewa(0.2261),,0.23394267437653232,21,10,0,0,disabled,1,21,10,21,10,17411,live,True,0,True,1,are associated biomarker cancer diagnostic direct for imaging modalities or ovarian procedures testing tests what with,none,0,,0.2608695652173913,0,0,fixed_anchor_dynamic,0.03160125370553359,0.03160125370553359,False,15
,,,0,False,,,254,,,topology_pl_fewa,mode_explore,,1,21,0.22727272727272727,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,epsilon_sample(0.2216),,0.5225052337752966,0.9827586206896551,0.13099146421536442,0.13221082028005296,0.13339543668556106,0.15634268929860556,399,321,0.4073908745188962,0.8537234042553191,0.27249575551782684,0.5441748100902319,0.5629496677987462,0.4064903959890036,0.5225052337752966,0.33181558296130065,0.46316714084958027,0.3964428220275168,406,376,0.4895421063258137,321,0.4895421063258137,10,20,43,5,1.0,0.1270062805303559,True,False,False,False,explore,254,0.11078536539681057,0.22157073079362113,False,explore,epsilon_sample(0.2216),,0.2653966523674434,1,21,0,0,disabled,1,1,20,1,20,23772,live,,0,False,1,are cancer care commonly for interventions management or palliative patients recommended strategies supportive symptom therapy treatments undergoing what,none,0,,0.1724137931034483,0,0,agea_dynamic,0.0,0.0,False,16
,,,0,False,,,254,,,topology_pl_fewa,mode_explore,,39,38,0.6493506493506493,29.986220472440955,31.441983383966758,3.996062992125984,0.44132835668268755,0.46023436852068494,0.7688774480113065,0.8062047021529938,0.10515955242436799,34,16,33.10594795539032,33.491082903774135,0.04133953304839899,4.059479553903345,0.48266788973108654,0.4876696423074997,33.98228346456694,epsilon_sample(0.2171),,0.5464061409630147,0.9522727272727273,0.13755745239658568,0.13900542642700045,0.14043395226079483,0.16597374602107126,419,336,0.42828200301425795,0.8571428571428571,0.28522920203735147,0.5690926435676606,0.5885990247736188,0.42617411361603974,0.5464061409630147,0.3475505167954816,0.48522296795294345,0.420256371996637,440,392,0.48329680506392053,336,0.48329680506392053,10,20,46,5,0.989821882951654,0.13572923935799022,True,True,True,True,explore,254,0.10856965808887434,0.21713931617774868,False,explore,epsilon_sample(0.2171),,0.2653966523674434,39,38,0,0,disabled,1,39,21,39,21,36784,live,,0,False,1,and are cancer development different do drive genetic how influence key markers molecular mutations of or pathways progression selection that the they treatment tumor types what,none,0,,0.21052631578947367,0,0,agea_dynamic,0.0663716473917323,0.0663716473917323,False,17
BIOPSY,True,True,15,True,True,,269,5,True,topology_pl_fewa,globally_unpulled_topology_prior,BIOPSY,23,31,0.5740740740740741,13.425650557620822,13.771347825486107,1.0,0.2671416769929782,0.27354347824974273,0.5837239372878618,0.5987542532820046,0.03225806451612903,15,16,14.244525547445253,14.69853548404284,0.040813175669903556,2.3850364963503647,0.30795485266288175,0.3163624440813556,14.425650557620822,fewa(0.2128),0.028175098745353167,0.5601884159106769,0.9538461538461539,0.14248194353250165,0.14405019615418505,0.14553886002297106,0.17502830509039746,434,352,0.4432971926274239,0.8627450980392157,0.298811544991511,0.5812907954512787,0.5993658077532932,0.43734937501157095,0.5601884159106769,0.3628766356302996,0.4976374580353691,0.4334425712614641,455,408,0.48416909168864003,352,0.48416909168864003,10,20,46,5,0.9901477832512315,0.14026517794836008,True,True,True,True,exploit,269,0.10639826492709685,0.2127965298541937,False,exploit,fewa(0.2128),0.5,0.32078552329245824,23,31,0,0,disabled,1,23,19,23,19,38343,live,True,0,True,1,anatomical and are associated biopsy clinical diagnostic directly distinct each for indications methods or procedural purposes sampling sites specific techniques the tissue what with,none,0,,0.3055555555555556,0,0,fixed_anchor_dynamic,0.028175098745353167,0.028175098745353167,False,18
,,,0,False,,,274,,,topology_pl_fewa,mode_explore,,76,41,0.7863247863247863,45.9014598540146,52.41617161276575,4.733576642335766,0.4327780897123963,0.4884593867957394,0.6039665770265078,0.689686468589023,0.11545308883745771,72,20,68.68813559322042,70.52166906061473,0.21427391666164464,7.016949152542373,0.6470520063740409,0.6627232325910862,50.63503649635037,epsilon_sample(0.2085),,0.579030006978367,0.889943074003795,0.15397242284963886,0.15567388425217157,0.15725588239513397,0.18595294927908398,469,371,0.4674167282871695,0.866822429906542,0.3149405772495755,0.5995944783365883,0.6172582057999244,0.4593658723394909,0.579030006978367,0.3854170061114867,0.518436303343536,0.4487621694812437,527,428,0.48779951098310287,371,0.48779951098310287,10,20,47,5,0.990909090909091,0.15212840195394278,True,True,True,True,explore,274,0.1042702996285549,0.2085405992571098,False,explore,epsilon_sample(0.2085),0.5,0.28899702195636,76,41,0,0,disabled,1,76,41,76,41,37494,live,,0,False,1,and are associated cancer colorectal common development factors guidelines of prevention risk screening strategies the what with,none,0,,0.4583333333333333,0,0,agea_dynamic,0.09889655565693431,0.09889655565693431,False,19
ABDOMINAL EXAM,True,True,3,True,True,,295,5,False,topology_pl_fewa,globally_unpulled_topology_prior,ABDOMINAL EXAM,73,74,0.29931972789115646,17.083050847457628,18.192711864406785,3.3152542372881353,0.13876398016833855,0.1463126945693532,0.23401439517065242,0.24921523101927104,0.04480073293632615,25,19,22.019108280254777,23.243103168485536,0.06535014955998592,7.985668789808917,0.20411412972832446,0.21244062556662893,20.398305084745765,fewa(0.2044),0.03984043961864407,0.5964759246336357,0.894927536231884,0.16217990807616547,0.1637085326422561,0.1650875281838216,0.19121347853944598,494,390,0.48854836232846793,0.87248322147651,0.3310696095076401,0.616393554538069,0.6333893002331289,0.47656923482059804,0.5964759246336357,0.40548745263818836,0.5362538554878381,0.46658829216767655,552,447,0.4717910915440763,390,0.4717910915440763,10,20,47,5,0.9913978494623656,0.1608513607815771,True,True,True,True,exploit,295,0.1021848936359838,0.2043697872719676,False,exploit,fewa(0.2044),0.6666666666666666,0.33263570143395566,73,74,0,0,disabled,1,73,18,73,18,19404,live,True,0,True,1,abdominal are associated directly exam examination findings maneuvers or physical specific techniques what with,none,0,,0.27586206896551724,0,0,fixed_anchor_dynamic,0.03984043961864407,0.03984043961864407,False,20
PHYSICAL EXAM,True,True,26,True,True,,314,5,False,topology_pl_fewa,fewa_filtered_least_pulled,PHYSICAL EXAM,34,42,0.039473684210526314,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,fewa(0.2003),0.0,0.5989183531053733,0.894927536231884,0.16217990807616547,0.1637085326422561,0.1650875281838216,0.19121347853944598,494,393,0.49167140502589324,0.8733333333333333,0.333616298811545,0.6185599344409481,0.6353216933031864,0.4789271319255418,0.5989183531053733,0.4089883013736762,0.5386523371256955,0.4684968680709677,552,450,0.4659595171263538,393,0.4659595171263538,10,20,47,5,0.9913978494623656,0.1608513607815771,True,False,False,False,exploit,314,0.10014119576326413,0.20028239152652827,False,exploit,fewa(0.2003),0.6666666666666666,0.2560024207112801,34,42,0,0,disabled,1,34,17,34,17,20213,live,True,0,True,2,and anoscopy are associated beyond breast cancer carcinoma care components diagnosis digital directly ductal exam examination findings general head health history in its known links medical neck or physical prostate provider rectal roles situ skin specific team techniques tests to what with,none,0,,0.9285714285714286,1,1,fixed_anchor_dynamic,0.0,0.0,False,21
,,,0,False,,,314,,,topology_pl_fewa,mode_explore,,63,61,0.5806451612903226,36.46974522292993,39.18150077082232,6.522292993630576,0.34670998561742344,0.3685789819713943,0.5788848448084116,0.6219285836638463,0.10692283596115698,49,23,46.86053412462909,48.08290114379806,0.08215715327412443,6.31899109792285,0.42886713889154787,0.43872493743323315,42.99203821656051,epsilon_sample(0.1963),,0.6116538729937194,0.9034941763727121,0.1782665791201576,0.18000186649422945,0.181565163193752,0.20799131683462826,543,415,0.5081961783755223,0.8773784355179705,0.3522920203735144,0.6307539346598471,0.6470827679883996,0.49517445368627416,0.6116538729937194,0.42762048933377816,0.5531991573558218,0.48300504572787983,601,473,0.48980228637500667,415,0.48980228637500667,10,20,47,5,0.9921259842519685,0.17585484996510817,True,True,True,True,explore,314,0.09813837184799884,0.19627674369599768,False,explore,epsilon_sample(0.1963),0.6666666666666666,0.2560024207112801,63,61,0,0,disabled,1,63,42,63,42,36109,live,,0,False,1,and are biomarkers colorectal diagnose for genetic guide immunohistochemical key malignancies markers molecular mutations targeted the therapy to used what,none,0,,0.24324324324324326,0,0,agea_dynamic,0.08396882464171974,0.08396882464171974,False,22
ABDOMINAL AND PELVIC EXAM,True,True,5,True,True,,337,6,True,topology_pl_fewa,globally_unpulled_topology_prior,ABDOMINAL AND PELVIC EXAM,76,58,0.3880597014925373,26.608308605341232,29.052450492652053,3.8219584569732947,0.2270915452411532,0.24533141007183096,0.3501093237544899,0.3822690854296323,0.06589583546505681,36,16,34.65864022662889,35.32052660722741,0.06821309304052622,4.912181303116148,0.2953046382816794,0.30024408888316084,30.430267062314527,fewa(0.1924),0.05943411535608306,0.6301465457083043,0.9089481946624803,0.19008535784635588,0.19204455467366788,0.19371575934625404,0.21748461756174328,579,431,0.5295996043163878,0.8813905930470347,0.36587436332767403,0.6484035033022156,0.6639057086766076,0.5112670896421545,0.6301465457083043,0.4475413332701334,0.5705729141588961,0.49643338908342277,637,489,0.4910034875551958,431,0.4910034875551958,10,20,47,5,0.992619926199262,0.18771807397069085,True,True,True,True,exploit,337,0.09617560441103887,0.19235120882207773,False,exploit,fewa(0.1924),0.75,0.2370787464982273,76,58,0,0,disabled,1,76,18,76,18,23066,live,True,0,True,1,abdominal and are associated beyond cancer directly exam examination findings its known link maneuvers or ovarian pelvic physical specific techniques to what with,none,0,,0.6086956521739131,0,0,fixed_anchor_dynamic,0.05943411535608306,0.05943411535608306,False,23
,,,0,False,,,353,,,topology_pl_fewa,mode_explore,,26,37,0.4603174603174603,8.182719546742211,9.392648203580801,1.3597733711048159,0.15146814155312743,0.17067335832834313,0.3147199825670081,0.3612557001377231,0.03675063165148151,17,12,15.899725274725276,16.3876343436783,0.16130440336227458,3.8049450549450547,0.312772544915402,0.32051713331148185,9.542492917847028,epsilon_sample(0.1885),,0.6432309839497558,0.9113149847094801,0.19566644780039397,0.19767537494880638,0.19936809025171662,0.22141274324338842,596,443,0.5443847748653567,0.8842315369261478,0.3760611205432937,0.662341667408805,0.6785399324979174,0.5264168704181642,0.6432309839497558,0.4598146705336205,0.5849716007227875,0.507190901644247,654,501,0.492179965689971,443,0.492179965689971,10,20,48,5,0.9928443649373881,0.1936496859734822,True,True,True,True,explore,353,0.0942520923228181,0.1885041846456362,False,explore,epsilon_sample(0.1885),0.75,0.22906872014786234,26,37,0,0,disabled,1,26,19,26,19,19232,live,,0,False,1,and are associated cancers common development factors gastrointestinal influences lifestyle of preventive risk screening strategies the what with,none,0,,0.5909090909090909,0,0,agea_dynamic,0.018637681480169976,0.018637681480169976,False,24
METASTATIC CANCER,True,True,6,True,True,,364,6,False,topology_pl_fewa,globally_unpulled_topology_prior,METASTATIC CANCER,50,57,0.6822429906542056,35.791208791208796,39.7195802137423,5.0673076923076925,0.38185529423847187,0.4185690458509345,0.7158241758241759,0.7943916042748459,0.08890013495276654,45,28,44.42987012987015,44.828917186709404,0.08203595469950625,5.206493506493508,0.4638912489379781,0.4676206606841394,40.85851648351649,fewa(0.1847),0.07980179000686814,0.6599790648988136,0.9170243204577968,0.21043992120814184,0.2129228469920462,0.2151038730454458,0.23774321771258505,641,471,0.5649484634584916,0.8903591682419659,0.399830220713073,0.6778372348752035,0.6928169071802251,0.5452009156647841,0.6599790648988136,0.484073989590028,0.6030859638978661,0.5269545493772018,699,529,0.4961561901825265,471,0.4961561901825265,10,20,48,5,0.993322203672788,0.20760642009769714,True,True,True,True,exploit,364,0.09236705047636173,0.18473410095272347,False,exploit,fewa(0.1847),0.8,0.1728067305160085,50,57,0,0,disabled,1,50,20,50,20,36464,live,True,0,True,1,affected and are by cancer commonly frequently give metastases metastatic most organ primary rise sites specific the these to tumor types what which,none,0,,0.19444444444444445,0,0,fixed_anchor_dynamic,0.07980179000686814,0.07980179000686814,False,25
ADRENAL TUMORS,True,True,13,True,True,,385,6,False,topology_pl_fewa,globally_unpulled_topology_prior,ADRENAL TUMORS,53,33,0.686046511627907,27.28181818181819,32.15293472761006,5.474025974025975,0.38088190878888567,0.43752279885623296,0.5147512864493998,0.6066591458039634,0.16587957497048408,43,16,39.249376558603494,41.34168941735437,0.14183745559086275,5.704488778054864,0.5227193643797484,0.5470485836675493,32.755844155844166,fewa(0.1810),0.06397625811688314,0.6681786461967899,0.898921832884097,0.21897570584372947,0.22147977392003482,0.2236431857188332,0.24197581056645168,667,487,0.574976172091683,0.8935779816513761,0.4134125636672326,0.6860558438930876,0.700990334451337,0.5560106999029117,0.6681786461967899,0.49437731254499023,0.6124495775980178,0.5397413600937366,742,545,0.49337128139483866,487,0.49337128139483866,10,20,48,5,0.9936,0.21667829727843685,True,True,True,True,exploit,385,0.09051970946683449,0.18103941893366898,False,exploit,fewa(0.1810),0.8,0.22142499333003518,53,33,0,0,disabled,1,53,33,53,33,22826,live,True,0,True,1,adenomatous adrenal are associated development directly familial genetic hereditary mutations of or other polyposis specific syndromes than the tumors what with,none,0,,0.25806451612903225,0,0,fixed_anchor_dynamic,0.06397625811688314,0.06397625811688314,False,26
DIAGNOSTIC TESTS,True,True,10,True,True,,401,7,True,topology_pl_fewa,globally_unpulled_topology_prior,DIAGNOSTIC TESTS,51,56,0.07476635514018691,3.458852867830424,3.666734037723646,0.6970074812967582,0.03883981634698301,0.040782631018882284,0.06782064446726321,0.07189674583771855,0.01244656216601354,4,4,3.588308457711443,3.859779151506151,0.0011936611254678223,0.695273631840796,0.04003347747245083,0.04257058676025184,4.155860349127182,fewa(0.1774),0.008116914744389027,0.6695743196092114,0.8994638069705094,0.22028890347997374,0.2228146533748378,0.22499106450375222,0.24305778680955742,671,491,0.5779508543349495,0.8943533697632058,0.4168081494057725,0.6876644355707258,0.7028090573408029,0.5596785398439353,0.6695743196092114,0.49789667645255065,0.61480736096677,0.5417018402455113,746,549,0.493105257926536,491,0.493105257926536,10,20,48,5,0.9936406995230525,0.21807397069085835,True,True,True,True,exploit,401,0.0887093152774978,0.1774186305549956,False,exploit,fewa(0.1774),1.0,0.2976013750878123,51,56,0,0,disabled,1,51,54,51,54,37989,live,True,0,True,1,are assays associated biomarkers diagnostic directly disease for in laboratory minimal molecular monitoring oncology or residual response specific tests therapeutic what with,none,0,,0.26666666666666666,0,0,fixed_anchor_dynamic,0.008116914744389027,0.008116914744389027,False,27
SMOKEFREE.GOV,True,True,11,True,True,,402,7,False,topology_pl_fewa,globally_unpulled_topology_prior,SMOKEFREE.GOV,44,31,0.4533333333333333,19.987562189054724,22.684260599985144,1.5385572139303485,0.28701492537313433,0.3229709041855399,0.454262777023971,0.5155513772723896,0.04963087786872092,28,6,25.654411764705884,27.32621017156863,0.07403082626085261,1.424019607843137,0.36104575163398694,0.38333639705882355,21.526119402985074,fewa(0.1739),0.04204320195895522,0.6718422889043963,0.9031007751937985,0.22948128693368353,0.23204710875087667,0.2340527717741481,0.25183786694482,699,497,0.5811721940993286,0.8954954954954955,0.4219015280135823,0.6899130598376283,0.7050218368563198,0.5632194160946928,0.6718422889043963,0.5017463510298862,0.6177071020436724,0.5459284917915785,774,555,0.49685647803110927,497,0.49685647803110927,10,20,48,5,0.9938837920489296,0.22679692951849267,True,True,True,True,exploit,402,0.08693512897194784,0.17387025794389568,False,exploit,fewa(0.1739),1.0,0.23602734123372424,44,31,0,0,disabled,1,44,31,44,31,22287,live,True,0,True,1,and are based campaigns cessation digital directly evidence external for from gov health hosted level linked on or organizations programs promoted public referral services site smokefree specific state strategies this tools what which,none,0,,0.14,0,0,fixed_anchor_dynamic,0.04204320195895522,0.04204320195895522,False,28
AMERICAN JOINT COMMITTEE ON CANCER,True,True,9,True,True,,408,7,False,topology_pl_fewa,globally_unpulled_topology_prior,AMERICAN JOINT COMMITTEE ON CANCER,9,22,0.45161290322580644,3.7806372549019605,4.949235270088427,0.553921568627451,0.1398244781783681,0.1775211883456735,0.42007080610021785,0.5499150300098252,0.025178253119429592,8,6,7.639024390243903,7.84390243902439,0.12421958161706856,0.5463414634146342,0.26404405979543666,0.2706530291109363,4.334558823529411,fewa(0.1704),0.008465935202205881,0.6772505233775297,0.9040920716112532,0.23210768220617203,0.2347066835388809,0.2366500939028321,0.25362668969249225,707,502,0.5877097996274351,0.8948306595365418,0.42614601018675724,0.6951485214214419,0.7100164357004971,0.5678364335339678,0.6772505233775297,0.5076164011837844,0.6227933638745885,0.5489646633024989,782,561,0.4945458124392576,502,0.4945458124392576,10,20,48,5,0.9939577039274925,0.22958827634333567,True,True,True,True,exploit,408,0.08519642639250888,0.17039285278501776,False,exploit,fewa(0.1704),1.0,0.24801201726012048,9,22,0,0,disabled,1,9,22,9,22,28540,live,True,0,True,1,american are by cancer classification committee criteria defined directly joint maintained on or specific staging systems the what,none,0,,0.18518518518518517,0,0,fixed_anchor_dynamic,0.008465935202205881,0.008465935202205881,False,29
,,,0,False,,,410,,,topology_pl_fewa,mode_explore,,53,60,0.40707964601769914,20.492682926829268,22.974180547293287,3.278048780487806,0.21036045758687677,0.23232061352018668,0.38665439484583525,0.43347510466591105,0.054634146341463435,31,15,29.839622641509436,30.577732845318614,0.08238457497281604,3.24056603773585,0.2927450325596928,0.29927698126596874,23.770731707317076,epsilon_sample(0.1670),,0.683182135380321,0.9077490774907749,0.242284963887065,0.24512429477158965,0.24729851943939665,0.26261853376771516,738,517,0.5955365466585368,0.8975694444444444,0.4388794567062818,0.7010142355151353,0.7158136149106697,0.5773291526194266,0.683182135380321,0.5175375709871679,0.6303682613914237,0.5622949782167891,813,576,0.5120025809180814,517,0.5120025809180814,10,20,48,5,0.9942279942279942,0.24040474528960223,True,True,True,True,explore,410,0.0834924978646587,0.1669849957293174,False,explore,epsilon_sample(0.1670),1.0,0.24568328458516864,53,60,0,0,disabled,1,53,60,53,60,33385,live,,0,False,1,and are associated cancer development factors genetic key of pancreatic predisposition risk syndromes the what with,none,0,,0.5,0,0,agea_dynamic,0.04642721036585366,0.04642721036585366,False,30
LEUKEMIA,True,True,2,True,True,,424,8,True,topology_pl_fewa,globally_unpulled_topology_prior,LEUKEMIA,51,48,0.31313131313131315,18.384433962264147,19.79183817639729,1.490566037735849,0.20075757575757572,0.2149737799407388,0.360479097299297,0.3880752583607312,0.031053459119496852,23,8,21.121839080459775,21.967086801426877,0.03232032973412291,1.9528735632183907,0.23307790549169863,0.2416157612590431,19.874999999999996,fewa(0.1636),0.03881835937499999,0.6878925331472435,0.9102870813397129,0.24983585029546948,0.25276635288492416,0.25501585802587584,0.2673971733159034,761,525,0.6024950634849665,0.898972602739726,0.4456706281833616,0.7057869717550574,0.7205991295135771,0.5838219702928042,0.6878925331472435,0.5244785386937455,0.636047950469086,0.5671986145312972,836,584,0.514757793441991,525,0.514757793441991,10,20,48,5,0.9944055944055944,0.24808094905792044,True,True,True,True,exploit,424,0.08182264790736553,0.16364529581473106,False,exploit,fewa(0.1636),1.0,0.21138431725484957,51,48,0,0,disabled,1,51,19,51,19,21139,live,True,0,True,1,are associated clinical diagnosis diagnostic directly leukemia markers molecular monitoring of or procedures signs specific the what with,none,0,,0.3333333333333333,0,0,fixed_anchor_dynamic,0.03881835937499999,0.03881835937499999,False,31
